workorderid,productid,operationsequence,locationid,scheduledstartdate,scheduledenddate,actualstartdate,actualenddate,actualresourcehrs,plannedcost,actualcost,modifieddate
3735,747,2,20,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.5,87.5,87.5,2011-09-19
3735,747,3,30,2011-09-03,2011-09-14,2011-09-03,2011-09-19,1.0,14.5,14.5,2011-09-19
3735,747,4,40,2011-09-03,2011-09-14,2011-09-03,2011-09-19,2.0,31.5,31.5,2011-09-19
3735,747,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3735,747,7,60,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.0,49.0,49.0,2011-09-19
3736,748,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3736,748,2,20,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.5,87.5,87.5,2011-09-19
3736,748,3,30,2011-09-03,2011-09-14,2011-09-03,2011-09-19,1.0,14.5,14.5,2011-09-19
3736,748,5,45,2011-09-03,2011-09-14,2011-09-03,2011-09-19,2.0,36.0,36.0,2011-09-19
3736,748,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3736,748,7,60,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.0,49.0,49.0,2011-09-19
3737,806,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3738,807,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3739,810,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3739,810,2,20,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.5,87.5,87.5,2011-09-19
3739,810,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3740,811,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3740,811,2,20,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.5,87.5,87.5,2011-09-19
3740,811,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3741,812,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3741,812,2,20,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.5,87.5,87.5,2011-09-19
3741,812,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3742,813,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3742,813,2,20,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.5,87.5,87.5,2011-09-19
3742,813,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3743,817,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3744,818,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3745,819,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3746,820,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3747,825,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3748,826,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3749,827,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3750,828,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3751,894,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3752,945,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3752,945,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3753,950,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3754,951,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3755,994,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3756,995,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3757,996,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3771,802,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3771,802,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3772,803,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3772,803,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3773,804,1,10,2011-09-03,2011-09-14,2011-09-03,2011-09-19,4.1,92.25,92.25,2011-09-19
3773,804,6,50,2011-09-03,2011-09-14,2011-09-03,2011-09-19,3.0,36.75,36.75,2011-09-19
3778,750,7,60,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.0,49.0,49.0,2011-09-15
3779,751,7,60,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.0,49.0,49.0,2011-09-15
3780,778,7,60,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.0,49.0,49.0,2011-09-15
3781,516,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3781,516,7,60,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.0,49.0,49.0,2011-09-15
3782,519,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3782,519,7,60,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.0,49.0,49.0,2011-09-15
3786,807,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3787,810,1,10,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.1,92.25,92.25,2011-09-15
3787,810,2,20,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.5,87.5,87.5,2011-09-15
3787,810,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3788,813,1,10,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.1,92.25,92.25,2011-09-15
3788,813,2,20,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.5,87.5,87.5,2011-09-15
3788,813,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3789,817,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3790,820,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3791,825,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3792,828,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3793,894,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3794,945,1,10,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.1,92.25,92.25,2011-09-15
3794,945,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3795,951,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3796,996,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3809,804,1,10,2011-09-04,2011-09-15,2011-09-09,2011-09-15,4.1,92.25,92.25,2011-09-15
3809,804,6,50,2011-09-04,2011-09-15,2011-09-09,2011-09-15,3.0,36.75,36.75,2011-09-15
3814,749,7,60,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.0,49.0,49.0,2011-09-23
3815,750,7,60,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.0,49.0,49.0,2011-09-23
3816,751,7,60,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.0,49.0,49.0,2011-09-23
3817,753,7,60,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.0,49.0,49.0,2011-09-23
3818,519,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3818,519,7,60,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.0,49.0,49.0,2011-09-23
3823,807,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3824,813,1,10,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.1,92.25,92.25,2011-09-23
3824,813,2,20,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.5,87.5,87.5,2011-09-23
3824,813,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3825,820,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3826,828,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3827,894,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3828,945,1,10,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.1,92.25,92.25,2011-09-23
3828,945,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3829,951,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3830,996,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3842,804,1,10,2011-09-05,2011-09-16,2011-09-05,2011-09-23,4.1,92.25,92.25,2011-09-23
3842,804,6,50,2011-09-05,2011-09-16,2011-09-05,2011-09-23,3.0,36.75,36.75,2011-09-23
3847,749,7,60,2011-09-06,2011-09-17,2011-09-13,2011-09-17,4.0,49.0,49.0,2011-09-17
3848,750,7,60,2011-09-06,2011-09-17,2011-09-13,2011-09-17,4.0,49.0,49.0,2011-09-17
3849,519,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3849,519,7,60,2011-09-06,2011-09-17,2011-09-13,2011-09-17,4.0,49.0,49.0,2011-09-17
3852,807,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3853,813,1,10,2011-09-06,2011-09-17,2011-09-13,2011-09-17,4.1,92.25,92.25,2011-09-17
3853,813,2,20,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.5,87.5,87.5,2011-09-17
3853,813,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3854,820,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3855,828,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3856,894,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3857,945,1,10,2011-09-06,2011-09-17,2011-09-13,2011-09-17,4.1,92.25,92.25,2011-09-17
3857,945,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3858,951,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3859,996,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3871,804,1,10,2011-09-06,2011-09-17,2011-09-13,2011-09-17,4.1,92.25,92.25,2011-09-17
3871,804,6,50,2011-09-06,2011-09-17,2011-09-13,2011-09-17,3.0,36.75,36.75,2011-09-17
3876,750,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3877,753,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3878,761,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3879,772,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3880,778,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3881,516,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3881,516,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3882,517,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3882,517,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3883,519,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3883,519,7,60,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.0,49.0,49.0,2011-09-27
3889,806,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3890,807,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3891,810,1,10,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.1,92.25,92.25,2011-09-27
3891,810,2,20,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.5,87.5,87.5,2011-09-27
3891,810,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3892,811,1,10,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.1,92.25,92.25,2011-09-27
3892,811,2,20,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.5,87.5,87.5,2011-09-27
3892,811,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3893,813,1,10,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.1,92.25,92.25,2011-09-27
3893,813,2,20,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.5,87.5,87.5,2011-09-27
3893,813,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3894,817,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3895,818,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3896,820,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3897,825,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3898,826,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3899,828,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3900,894,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3901,945,1,10,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.1,92.25,92.25,2011-09-27
3901,945,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3902,950,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3903,951,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3904,994,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3905,996,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3919,802,1,10,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.1,92.25,92.25,2011-09-27
3919,802,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3920,804,1,10,2011-09-07,2011-09-18,2011-09-07,2011-09-27,4.1,92.25,92.25,2011-09-27
3920,804,6,50,2011-09-07,2011-09-18,2011-09-07,2011-09-27,3.0,36.75,36.75,2011-09-27
3925,753,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3926,759,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3927,775,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3928,516,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3928,516,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3929,517,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3929,517,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3930,519,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3930,519,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3933,747,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3933,747,2,20,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.5,87.5,87.5,2011-09-19
3933,747,3,30,2011-09-08,2011-09-19,2011-09-17,2011-09-19,1.0,14.5,14.5,2011-09-19
3933,747,4,40,2011-09-08,2011-09-19,2011-09-17,2011-09-19,2.0,31.5,31.5,2011-09-19
3933,747,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3933,747,7,60,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.0,49.0,49.0,2011-09-19
3934,806,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3935,807,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3936,810,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3936,810,2,20,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.5,87.5,87.5,2011-09-19
3936,810,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3937,811,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3937,811,2,20,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.5,87.5,87.5,2011-09-19
3937,811,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3938,813,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3938,813,2,20,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.5,87.5,87.5,2011-09-19
3938,813,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3939,817,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3940,818,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3941,820,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3942,825,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3943,826,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3944,828,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3945,894,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3946,945,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3946,945,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3947,950,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3948,951,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3949,994,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3950,996,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3964,802,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3964,802,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3965,804,1,10,2011-09-08,2011-09-19,2011-09-17,2011-09-19,4.1,92.25,92.25,2011-09-19
3965,804,6,50,2011-09-08,2011-09-19,2011-09-17,2011-09-19,3.0,36.75,36.75,2011-09-19
3970,749,7,60,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.0,49.0,49.0,2011-10-01
3971,751,7,60,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.0,49.0,49.0,2011-10-01
3972,752,7,60,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.0,49.0,49.0,2011-10-01
3973,767,7,60,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.0,49.0,49.0,2011-10-01
3974,517,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3974,517,7,60,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.0,49.0,49.0,2011-10-01
3975,519,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3975,519,7,60,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.0,49.0,49.0,2011-10-01
3980,806,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3981,807,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3982,811,1,10,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.1,92.25,92.25,2011-10-01
3982,811,2,20,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.5,87.5,87.5,2011-10-01
3982,811,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3983,813,1,10,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.1,92.25,92.25,2011-10-01
3983,813,2,20,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.5,87.5,87.5,2011-10-01
3983,813,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3984,818,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3985,820,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3986,826,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3987,828,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3988,894,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3989,945,1,10,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.1,92.25,92.25,2011-10-01
3989,945,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3990,950,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3991,951,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3992,994,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
3993,996,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
4006,802,1,10,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.1,92.25,92.25,2011-10-01
4006,802,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
4007,804,1,10,2011-09-09,2011-09-20,2011-09-09,2011-10-01,4.1,92.25,92.25,2011-10-01
4007,804,6,50,2011-09-09,2011-09-20,2011-09-09,2011-10-01,3.0,36.75,36.75,2011-10-01
4012,749,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4013,750,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4014,751,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4015,752,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4016,753,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4017,762,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4018,767,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4019,772,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4020,774,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4021,516,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4021,516,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4022,517,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4022,517,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4023,519,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4023,519,7,60,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.0,49.0,49.0,2011-09-21
4033,806,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4034,807,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4035,810,1,10,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.1,92.25,92.25,2011-09-21
4035,810,2,20,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.5,87.5,87.5,2011-09-21
4035,810,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4036,811,1,10,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.1,92.25,92.25,2011-09-21
4036,811,2,20,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.5,87.5,87.5,2011-09-21
4036,811,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4037,813,1,10,2011-09-10,2011-09-21,2011-09-11,2011-09-21,4.1,92.25,92.25,2011-09-21
4037,813,2,20,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.5,87.5,87.5,2011-09-21
4037,813,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
4038,817,6,50,2011-09-10,2011-09-21,2011-09-11,2011-09-21,3.0,36.75,36.75,2011-09-21
