workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
7880,894,5,0,2011-12-07,2011-12-18,2011-12-18,,2011-12-18
7881,945,5,0,2011-12-07,2011-12-18,2011-12-18,,2011-12-18
7882,951,5,0,2011-12-07,2011-12-18,2011-12-18,,2011-12-18
7883,996,5,0,2011-12-07,2011-12-18,2011-12-18,,2011-12-18
7884,3,50,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7885,324,10,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7886,327,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7887,328,2,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7888,329,8,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7889,398,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7890,399,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7891,401,10,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7892,529,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7893,532,20,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7894,533,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7895,534,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7896,804,5,0,2011-12-07,2011-12-18,2011-12-18,,2011-12-18
7897,316,10,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7898,331,10,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7899,350,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7900,531,5,0,2011-12-07,2011-12-17,2011-12-18,,2011-12-17
7901,749,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7902,752,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7903,762,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7904,517,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7905,519,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7906,717,1,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7907,720,1,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7908,725,1,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7909,806,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7910,807,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7911,811,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7912,813,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7913,818,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7914,820,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7915,826,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7916,828,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7917,894,3,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7918,945,3,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7919,950,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7920,951,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7921,994,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7922,996,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7923,3,30,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7924,324,6,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7925,327,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7926,329,6,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7927,398,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7928,399,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7929,400,2,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7930,401,4,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7931,529,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7932,532,12,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7933,533,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7934,534,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7935,802,1,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7936,804,2,0,2011-12-08,2011-12-28,2011-12-19,,2011-12-28
7937,316,6,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7938,331,6,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7939,350,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7940,531,3,0,2011-12-08,2011-12-18,2011-12-19,,2011-12-18
7941,749,3,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7942,751,2,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7943,775,1,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7944,516,1,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7945,519,5,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7946,717,3,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7947,719,2,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7948,747,1,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7949,807,6,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7950,810,1,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7951,813,5,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7952,817,1,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7953,820,5,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7954,825,1,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7955,828,5,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7956,894,6,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7957,945,6,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7958,951,6,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7959,996,6,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7960,3,60,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7961,324,12,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7962,327,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7963,328,2,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7964,329,10,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7965,398,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7966,399,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7967,401,12,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7968,529,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7969,532,24,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7970,533,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7971,534,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7972,804,6,0,2011-12-09,2011-12-20,2011-12-20,,2011-12-20
7973,316,12,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7974,331,12,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7975,350,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7976,531,6,0,2011-12-09,2011-12-19,2011-12-20,,2011-12-19
7977,750,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7978,761,1,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7979,762,1,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7980,517,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7981,519,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7982,718,2,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
7983,725,1,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
7984,730,1,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
7985,806,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7986,807,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7987,811,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7988,813,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7989,818,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7990,820,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7991,826,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7992,828,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7993,894,4,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7994,945,4,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7995,950,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7996,951,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7997,994,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7998,996,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
7999,3,40,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8000,324,8,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8001,327,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8002,329,8,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8003,398,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8004,399,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8005,400,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8006,401,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8007,529,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8008,532,16,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8009,533,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8010,534,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8011,802,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
8012,804,2,0,2011-12-10,2012-01-01,2011-12-21,,2012-01-01
8013,316,8,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8014,331,8,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8015,350,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8016,531,4,0,2011-12-10,2011-12-20,2011-12-21,,2011-12-20
8017,749,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8018,750,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8019,752,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8020,753,2,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8021,770,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8022,771,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8023,775,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8024,516,2,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8025,517,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8026,519,5,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8027,717,1,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8028,718,1,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8029,720,1,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8030,721,2,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8031,738,1,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8032,747,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8033,748,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8034,806,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8035,807,7,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8036,810,2,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8037,811,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8038,813,5,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8039,817,2,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8040,818,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8041,820,5,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8042,825,2,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8043,826,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8044,828,5,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8045,894,8,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8046,945,8,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8047,950,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8048,951,7,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8049,994,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8050,996,7,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8051,3,80,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8052,324,16,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8053,327,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8054,328,4,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8055,329,12,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8056,398,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8057,399,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8058,400,2,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8059,401,14,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8060,529,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8061,532,32,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8062,533,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8063,534,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8064,802,1,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8065,804,7,0,2011-12-11,2011-12-22,2011-12-22,,2011-12-22
8066,316,16,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8067,331,16,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8068,350,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8069,531,8,0,2011-12-11,2011-12-21,2011-12-22,,2011-12-21
8070,749,1,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8071,750,1,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8072,751,1,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8073,752,1,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8074,753,1,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8075,519,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8076,717,1,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8077,718,1,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8078,719,1,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8079,720,1,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8080,721,1,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8081,807,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8082,813,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8083,820,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8084,828,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8085,894,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8086,945,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8087,951,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8088,996,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8089,3,50,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8090,324,10,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8091,327,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8092,329,10,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8093,398,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8094,399,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8095,401,10,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8096,529,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8097,532,20,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8098,533,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8099,534,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8100,804,5,0,2011-12-12,2012-01-05,2011-12-23,,2012-01-05
8101,316,10,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8102,331,10,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8103,350,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8104,531,5,0,2011-12-12,2011-12-22,2011-12-23,,2011-12-22
8105,749,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8106,750,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8107,752,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8108,777,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8109,516,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8110,519,3,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8111,717,1,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8112,718,1,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8113,720,1,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8114,744,1,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8115,807,4,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8116,810,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8117,813,3,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8118,817,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8119,820,3,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8120,825,1,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8121,828,3,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8122,894,4,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8123,945,4,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8124,951,4,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8125,996,4,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8126,3,40,1,2011-12-13,2011-12-23,2011-12-24,4.0,2011-12-23
8127,324,8,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8128,327,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8129,328,2,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8130,329,6,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8131,398,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8132,399,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8133,401,8,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8134,529,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8135,532,16,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8136,533,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8137,534,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8138,804,4,0,2011-12-13,2011-12-24,2011-12-24,,2011-12-24
8139,316,8,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8140,331,8,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8141,350,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8142,531,4,0,2011-12-13,2011-12-23,2011-12-24,,2011-12-23
8143,749,2,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8144,751,1,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8145,752,1,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8146,753,2,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8147,771,1,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8148,776,1,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8149,777,1,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8150,516,3,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8151,519,6,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8152,717,2,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8153,719,1,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8154,720,1,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8155,721,2,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8156,743,1,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8157,744,1,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8158,748,1,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8159,807,9,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8160,810,3,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8161,813,6,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8162,817,3,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8163,820,6,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8164,825,3,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8165,828,6,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8166,894,9,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8167,945,9,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8168,951,9,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8169,996,9,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8170,3,90,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8171,324,18,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8172,327,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8173,328,6,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8174,329,12,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8175,398,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8176,399,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8177,401,18,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8178,529,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8179,532,36,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8180,533,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8181,534,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8182,804,9,0,2011-12-14,2012-01-09,2011-12-25,,2012-01-09
8183,316,18,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8184,331,18,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8185,350,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8186,531,9,0,2011-12-14,2011-12-24,2011-12-25,,2011-12-24
8187,749,1,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8188,750,2,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8189,751,2,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8190,753,2,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8191,519,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8192,717,1,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8193,718,2,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8194,719,2,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8195,721,2,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8196,807,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8197,813,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8198,820,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8199,828,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8200,894,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8201,945,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8202,951,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8203,996,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8204,3,70,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8205,324,14,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8206,327,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8207,329,14,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8208,398,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8209,399,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8210,401,14,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8211,529,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8212,532,28,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8213,533,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8214,534,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8215,804,7,0,2011-12-15,2011-12-26,2011-12-26,,2011-12-26
8216,316,14,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8217,331,14,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8218,350,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8219,531,7,0,2011-12-15,2011-12-25,2011-12-26,,2011-12-25
8220,749,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8221,751,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8222,770,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8223,517,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8224,519,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8225,717,1,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8226,719,1,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8227,738,1,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8228,806,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8229,807,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8230,811,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8231,813,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8232,818,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8233,820,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8234,826,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8235,828,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8236,894,3,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8237,945,3,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8238,950,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8239,951,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8240,994,1,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8241,996,2,0,2011-12-16,2012-01-13,2011-12-27,,2012-01-13
8242,3,30,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8243,324,6,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8244,327,3,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8245,329,6,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
8246,398,3,0,2011-12-16,2011-12-26,2011-12-27,,2011-12-26
