transactionid,productid,referenceorderid,referenceorderlineid,transactiondate,transactiontype,quantity,actualcost,modifieddate
22169,777,46067,16,2012-03-30,S,6,2429.9928,2012-03-30
22170,778,46067,5,2012-03-30,S,8,2429.9928,2012-03-30
22171,726,46068,11,2012-03-30,S,1,226.8571,2012-03-30
22172,727,46068,4,2012-03-30,S,1,226.8571,2012-03-30
22173,730,46068,9,2012-03-30,S,1,226.8571,2012-03-30
22174,749,46068,5,2012-03-30,S,2,2576.3544,2012-03-30
22175,754,46068,3,2012-03-30,S,6,1049.7528,2012-03-30
22176,755,46068,2,2012-03-30,S,2,1049.7528,2012-03-30
22177,756,46068,16,2012-03-30,S,4,1049.7528,2012-03-30
22178,761,46068,7,2012-03-30,S,4,503.3507,2012-03-30
22179,762,46068,6,2012-03-30,S,2,503.3507,2012-03-30
22180,763,46068,15,2012-03-30,S,2,503.3507,2012-03-30
22181,764,46068,1,2012-03-30,S,2,503.3507,2012-03-30
22182,765,46068,10,2012-03-30,S,2,503.3507,2012-03-30
22183,766,46068,12,2012-03-30,S,2,503.3507,2012-03-30
22184,767,46068,14,2012-03-30,S,1,503.3507,2012-03-30
22185,768,46068,8,2012-03-30,S,1,503.3507,2012-03-30
22186,770,46068,13,2012-03-30,S,3,503.3507,2012-03-30
22187,709,46069,6,2012-03-30,S,6,6.175,2012-03-30
22188,712,46069,7,2012-03-30,S,2,5.6187,2012-03-30
22189,715,46069,5,2012-03-30,S,2,31.2437,2012-03-30
22190,771,46069,3,2012-03-30,S,1,2447.9928,2012-03-30
22191,773,46069,4,2012-03-30,S,1,2447.9928,2012-03-30
22192,775,46069,1,2012-03-30,S,1,2429.9928,2012-03-30
22193,777,46069,2,2012-03-30,S,1,2429.9928,2012-03-30
22194,717,46070,1,2012-03-30,S,1,934.9603,2012-03-30
22195,707,46071,9,2012-03-30,S,5,20.1865,2012-03-30
22196,712,46071,14,2012-03-30,S,1,5.6187,2012-03-30
22197,714,46071,20,2012-03-30,S,1,31.2437,2012-03-30
22198,715,46071,10,2012-03-30,S,8,31.2437,2012-03-30
22199,716,46071,1,2012-03-30,S,3,31.2437,2012-03-30
22200,718,46071,18,2012-03-30,S,1,934.9603,2012-03-30
22201,722,46071,11,2012-03-30,S,2,220.2496,2012-03-30
22202,725,46071,13,2012-03-30,S,1,226.8571,2012-03-30
22203,726,46071,17,2012-03-30,S,2,226.8571,2012-03-30
22204,729,46071,12,2012-03-30,S,1,226.8571,2012-03-30
22205,732,46071,8,2012-03-30,S,1,440.1742,2012-03-30
22206,733,46071,2,2012-03-30,S,2,440.1742,2012-03-30
22207,738,46071,6,2012-03-30,S,1,220.2496,2012-03-30
22208,749,46071,19,2012-03-30,S,2,2576.3544,2012-03-30
22209,756,46071,7,2012-03-30,S,1,1049.7528,2012-03-30
22210,758,46071,5,2012-03-30,S,9,1049.7528,2012-03-30
22211,760,46071,16,2012-03-30,S,5,503.3507,2012-03-30
22212,764,46071,15,2012-03-30,S,2,503.3507,2012-03-30
22213,765,46071,4,2012-03-30,S,2,503.3507,2012-03-30
22214,768,46071,3,2012-03-30,S,1,503.3507,2012-03-30
22215,709,46072,13,2012-03-30,S,2,6.175,2012-03-30
22216,741,46072,6,2012-03-30,S,3,1009.73,2012-03-30
22217,742,46072,12,2012-03-30,S,2,891.2004,2012-03-30
22218,743,46072,4,2012-03-30,S,3,881.4687,2012-03-30
22219,745,46072,11,2012-03-30,S,1,998.704,2012-03-30
22220,747,46072,1,2012-03-30,S,2,881.4687,2012-03-30
22221,771,46072,3,2012-03-30,S,5,2447.9928,2012-03-30
22222,772,46072,8,2012-03-30,S,2,2447.9928,2012-03-30
22223,773,46072,10,2012-03-30,S,2,2447.9928,2012-03-30
22224,774,46072,14,2012-03-30,S,2,2447.9928,2012-03-30
22225,775,46072,7,2012-03-30,S,3,2429.9928,2012-03-30
22226,776,46072,5,2012-03-30,S,8,2429.9928,2012-03-30
22227,777,46072,9,2012-03-30,S,2,2429.9928,2012-03-30
22228,778,46072,2,2012-03-30,S,4,2429.9928,2012-03-30
22229,743,46073,1,2012-03-30,S,1,881.4687,2012-03-30
22230,717,46074,1,2012-03-30,S,2,934.9603,2012-03-30
22231,718,46074,13,2012-03-30,S,2,934.9603,2012-03-30
22232,722,46074,4,2012-03-30,S,3,220.2496,2012-03-30
22233,725,46074,5,2012-03-30,S,1,226.8571,2012-03-30
22234,726,46074,7,2012-03-30,S,2,226.8571,2012-03-30
22235,729,46074,10,2012-03-30,S,1,226.8571,2012-03-30
22236,730,46074,6,2012-03-30,S,1,226.8571,2012-03-30
22237,732,46074,8,2012-03-30,S,1,440.1742,2012-03-30
22238,754,46074,9,2012-03-30,S,2,1049.7528,2012-03-30
22239,755,46074,12,2012-03-30,S,6,1049.7528,2012-03-30
22240,756,46074,14,2012-03-30,S,2,1049.7528,2012-03-30
22241,761,46074,11,2012-03-30,S,4,503.3507,2012-03-30
22242,762,46074,3,2012-03-30,S,5,503.3507,2012-03-30
22243,765,46074,2,2012-03-30,S,2,503.3507,2012-03-30
22244,761,46075,2,2012-03-30,S,1,503.3507,2012-03-30
22245,762,46075,1,2012-03-30,S,1,503.3507,2012-03-30
22246,708,46076,14,2012-03-30,S,3,20.1865,2012-03-30
22247,711,46076,2,2012-03-30,S,2,20.1865,2012-03-30
22248,712,46076,8,2012-03-30,S,2,5.6187,2012-03-30
22249,714,46076,1,2012-03-30,S,2,31.2437,2012-03-30
22250,715,46076,13,2012-03-30,S,1,31.2437,2012-03-30
22251,725,46076,18,2012-03-30,S,2,226.8571,2012-03-30
22252,726,46076,4,2012-03-30,S,3,226.8571,2012-03-30
22253,729,46076,15,2012-03-30,S,3,226.8571,2012-03-30
22254,730,46076,9,2012-03-30,S,2,226.8571,2012-03-30
22255,732,46076,27,2012-03-30,S,5,440.1742,2012-03-30
22256,738,46076,28,2012-03-30,S,4,220.2496,2012-03-30
22257,749,46076,22,2012-03-30,S,4,2576.3544,2012-03-30
22258,750,46076,32,2012-03-30,S,3,2576.3544,2012-03-30
22259,751,46076,11,2012-03-30,S,4,2576.3544,2012-03-30
22260,752,46076,7,2012-03-30,S,4,2576.3544,2012-03-30
22261,753,46076,25,2012-03-30,S,3,2576.3544,2012-03-30
22262,754,46076,10,2012-03-30,S,1,1049.7528,2012-03-30
22263,755,46076,21,2012-03-30,S,1,1049.7528,2012-03-30
22264,756,46076,6,2012-03-30,S,2,1049.7528,2012-03-30
22265,757,46076,3,2012-03-30,S,2,1049.7528,2012-03-30
22266,758,46076,20,2012-03-30,S,2,1049.7528,2012-03-30
22267,759,46076,24,2012-03-30,S,3,503.3507,2012-03-30
22268,760,46076,17,2012-03-30,S,1,503.3507,2012-03-30
22269,761,46076,30,2012-03-30,S,2,503.3507,2012-03-30
22270,763,46076,23,2012-03-30,S,2,503.3507,2012-03-30
22271,764,46076,19,2012-03-30,S,5,503.3507,2012-03-30
22272,765,46076,29,2012-03-30,S,1,503.3507,2012-03-30
22273,766,46076,16,2012-03-30,S,2,503.3507,2012-03-30
22274,767,46076,31,2012-03-30,S,1,503.3507,2012-03-30
22275,768,46076,12,2012-03-30,S,4,503.3507,2012-03-30
22276,769,46076,5,2012-03-30,S,5,503.3507,2012-03-30
22277,770,46076,26,2012-03-30,S,3,503.3507,2012-03-30
22278,707,46077,3,2012-03-30,S,3,20.1865,2012-03-30
22279,709,46077,5,2012-03-30,S,6,6.175,2012-03-30
22280,711,46077,15,2012-03-30,S,4,20.1865,2012-03-30
22281,712,46077,9,2012-03-30,S,6,5.6187,2012-03-30
22282,714,46077,10,2012-03-30,S,3,31.2437,2012-03-30
22283,716,46077,11,2012-03-30,S,1,31.2437,2012-03-30
22284,742,46077,13,2012-03-30,S,2,891.2004,2012-03-30
22285,743,46077,4,2012-03-30,S,1,881.4687,2012-03-30
22286,748,46077,6,2012-03-30,S,1,891.2004,2012-03-30
22287,771,46077,14,2012-03-30,S,4,2447.9928,2012-03-30
22288,773,46077,1,2012-03-30,S,4,2447.9928,2012-03-30
22289,774,46077,8,2012-03-30,S,2,2447.9928,2012-03-30
22290,775,46077,2,2012-03-30,S,2,2429.9928,2012-03-30
22291,776,46077,7,2012-03-30,S,3,2429.9928,2012-03-30
22292,778,46077,12,2012-03-30,S,2,2429.9928,2012-03-30
22293,745,46078,2,2012-03-30,S,1,998.704,2012-03-30
22294,748,46078,1,2012-03-30,S,1,891.2004,2012-03-30
22295,710,46079,4,2012-03-30,S,2,6.175,2012-03-30
22296,775,46079,3,2012-03-30,S,1,2429.9928,2012-03-30
22297,776,46079,2,2012-03-30,S,1,2429.9928,2012-03-30
22298,778,46079,1,2012-03-30,S,1,2429.9928,2012-03-30
22299,715,46080,3,2012-03-30,S,1,31.2437,2012-03-30
22300,772,46080,1,2012-03-30,S,2,2447.9928,2012-03-30
22301,773,46080,2,2012-03-30,S,1,2447.9928,2012-03-30
22302,776,46080,4,2012-03-30,S,2,2429.9928,2012-03-30
22303,777,46080,6,2012-03-30,S,1,2429.9928,2012-03-30
22304,778,46080,5,2012-03-30,S,1,2429.9928,2012-03-30
22305,760,46081,2,2012-03-30,S,1,503.3507,2012-03-30
22306,767,46081,1,2012-03-30,S,1,503.3507,2012-03-30
22307,707,46082,13,2012-03-30,S,2,20.1865,2012-03-30
22308,708,46082,17,2012-03-30,S,4,20.1865,2012-03-30
22309,709,46082,7,2012-03-30,S,6,6.175,2012-03-30
22310,711,46082,1,2012-03-30,S,2,20.1865,2012-03-30
22311,712,46082,10,2012-03-30,S,3,5.6187,2012-03-30
22312,714,46082,9,2012-03-30,S,3,31.2437,2012-03-30
22313,715,46082,5,2012-03-30,S,2,31.2437,2012-03-30
22314,716,46082,14,2012-03-30,S,3,31.2437,2012-03-30
22315,743,46082,6,2012-03-30,S,1,881.4687,2012-03-30
22316,748,46082,11,2012-03-30,S,1,891.2004,2012-03-30
22317,771,46082,8,2012-03-30,S,2,2447.9928,2012-03-30
22318,772,46082,3,2012-03-30,S,2,2447.9928,2012-03-30
22319,773,46082,2,2012-03-30,S,2,2447.9928,2012-03-30
22320,775,46082,12,2012-03-30,S,2,2429.9928,2012-03-30
22321,776,46082,16,2012-03-30,S,5,2429.9928,2012-03-30
22322,777,46082,15,2012-03-30,S,5,2429.9928,2012-03-30
22323,778,46082,4,2012-03-30,S,4,2429.9928,2012-03-30
22324,712,46083,1,2012-03-30,S,1,5.6187,2012-03-30
22325,715,46083,8,2012-03-30,S,3,31.2437,2012-03-30
22326,754,46083,7,2012-03-30,S,1,1049.7528,2012-03-30
22327,758,46083,10,2012-03-30,S,2,1049.7528,2012-03-30
22328,760,46083,9,2012-03-30,S,3,503.3507,2012-03-30
22329,761,46083,2,2012-03-30,S,5,503.3507,2012-03-30
22330,762,46083,3,2012-03-30,S,4,503.3507,2012-03-30
22331,763,46083,5,2012-03-30,S,4,503.3507,2012-03-30
22332,765,46083,6,2012-03-30,S,4,503.3507,2012-03-30
22333,770,46083,4,2012-03-30,S,3,503.3507,2012-03-30
22334,758,46084,1,2012-03-30,S,1,1049.7528,2012-03-30
22335,760,46084,2,2012-03-30,S,2,503.3507,2012-03-30
22336,754,46085,3,2012-03-30,S,3,1049.7528,2012-03-30
22337,763,46085,1,2012-03-30,S,1,503.3507,2012-03-30
22338,765,46085,2,2012-03-30,S,2,503.3507,2012-03-30
22339,707,46086,27,2012-03-30,S,7,20.1865,2012-03-30
22340,708,46086,11,2012-03-30,S,13,20.1865,2012-03-30
22341,711,46086,25,2012-03-30,S,7,20.1865,2012-03-30
22342,712,46086,10,2012-03-30,S,16,5.6187,2012-03-30
22343,714,46086,7,2012-03-30,S,8,31.2437,2012-03-30
22344,715,46086,3,2012-03-30,S,13,31.2437,2012-03-30
22345,716,46086,5,2012-03-30,S,8,31.2437,2012-03-30
22346,725,46086,12,2012-03-30,S,3,226.8571,2012-03-30
22347,726,46086,22,2012-03-30,S,1,226.8571,2012-03-30
22348,729,46086,14,2012-03-30,S,6,226.8571,2012-03-30
22349,730,46086,20,2012-03-30,S,5,226.8571,2012-03-30
22350,732,46086,8,2012-03-30,S,3,440.1742,2012-03-30
22351,733,46086,19,2012-03-30,S,4,440.1742,2012-03-30
22352,738,46086,28,2012-03-30,S,4,220.2496,2012-03-30
22353,749,46086,6,2012-03-30,S,1,2576.3544,2012-03-30
22354,753,46086,2,2012-03-30,S,8,2576.3544,2012-03-30
22355,754,46086,9,2012-03-30,S,4,1049.7528,2012-03-30
22356,755,46086,17,2012-03-30,S,5,1049.7528,2012-03-30
22357,756,46086,13,2012-03-30,S,2,1049.7528,2012-03-30
22358,758,46086,1,2012-03-30,S,5,1049.7528,2012-03-30
22359,760,46086,4,2012-03-30,S,2,503.3507,2012-03-30
22360,761,46086,15,2012-03-30,S,2,503.3507,2012-03-30
22361,763,46086,26,2012-03-30,S,4,503.3507,2012-03-30
22362,764,46086,18,2012-03-30,S,1,503.3507,2012-03-30
22363,765,46086,23,2012-03-30,S,4,503.3507,2012-03-30
22364,766,46086,24,2012-03-30,S,1,503.3507,2012-03-30
22365,768,46086,16,2012-03-30,S,2,503.3507,2012-03-30
22366,770,46086,21,2012-03-30,S,8,503.3507,2012-03-30
22367,722,46087,19,2012-03-30,S,2,220.2496,2012-03-30
22368,726,46087,4,2012-03-30,S,2,226.8571,2012-03-30
22369,729,46087,15,2012-03-30,S,1,226.8571,2012-03-30
22370,730,46087,11,2012-03-30,S,1,226.8571,2012-03-30
22371,738,46087,3,2012-03-30,S,2,220.2496,2012-03-30
22372,749,46087,14,2012-03-30,S,2,2576.3544,2012-03-30
22373,750,46087,10,2012-03-30,S,1,2576.3544,2012-03-30
22374,751,46087,2,2012-03-30,S,1,2576.3544,2012-03-30
22375,753,46087,21,2012-03-30,S,1,2576.3544,2012-03-30
22376,754,46087,12,2012-03-30,S,1,1049.7528,2012-03-30
22377,755,46087,13,2012-03-30,S,1,1049.7528,2012-03-30
22378,756,46087,16,2012-03-30,S,3,1049.7528,2012-03-30
22379,758,46087,6,2012-03-30,S,1,1049.7528,2012-03-30
22380,759,46087,18,2012-03-30,S,1,503.3507,2012-03-30
22381,761,46087,20,2012-03-30,S,2,503.3507,2012-03-30
22382,763,46087,9,2012-03-30,S,1,503.3507,2012-03-30
22383,764,46087,8,2012-03-30,S,1,503.3507,2012-03-30
22384,765,46087,5,2012-03-30,S,2,503.3507,2012-03-30
22385,766,46087,1,2012-03-30,S,3,503.3507,2012-03-30
22386,767,46087,17,2012-03-30,S,3,503.3507,2012-03-30
22387,769,46087,7,2012-03-30,S,3,503.3507,2012-03-30
22388,709,46088,5,2012-03-30,S,4,6.175,2012-03-30
22389,710,46088,3,2012-03-30,S,1,6.175,2012-03-30
22390,712,46088,9,2012-03-30,S,6,5.6187,2012-03-30
22391,715,46088,4,2012-03-30,S,2,31.2437,2012-03-30
22392,771,46088,10,2012-03-30,S,2,2447.9928,2012-03-30
22393,772,46088,7,2012-03-30,S,2,2447.9928,2012-03-30
22394,773,46088,2,2012-03-30,S,1,2447.9928,2012-03-30
22395,774,46088,1,2012-03-30,S,2,2447.9928,2012-03-30
22396,775,46088,8,2012-03-30,S,1,2429.9928,2012-03-30
22397,777,46088,6,2012-03-30,S,3,2429.9928,2012-03-30
22398,707,46089,12,2012-03-30,S,3,20.1865,2012-03-30
22399,708,46089,13,2012-03-30,S,3,20.1865,2012-03-30
22400,711,46089,15,2012-03-30,S,4,20.1865,2012-03-30
22401,712,46089,2,2012-03-30,S,5,5.6187,2012-03-30
22402,714,46089,10,2012-03-30,S,3,31.2437,2012-03-30
22403,715,46089,8,2012-03-30,S,2,31.2437,2012-03-30
22404,716,46089,11,2012-03-30,S,3,31.2437,2012-03-30
22405,771,46089,14,2012-03-30,S,2,2447.9928,2012-03-30
22406,772,46089,1,2012-03-30,S,4,2447.9928,2012-03-30
22407,773,46089,7,2012-03-30,S,4,2447.9928,2012-03-30
22408,774,46089,5,2012-03-30,S,4,2447.9928,2012-03-30
22409,775,46089,6,2012-03-30,S,5,2429.9928,2012-03-30
22410,776,46089,9,2012-03-30,S,5,2429.9928,2012-03-30
22411,777,46089,4,2012-03-30,S,6,2429.9928,2012-03-30
22412,778,46089,3,2012-03-30,S,6,2429.9928,2012-03-30
22413,707,46090,1,2012-03-30,S,5,20.1865,2012-03-30
22414,708,46090,15,2012-03-30,S,2,20.1865,2012-03-30
22415,709,46090,9,2012-03-30,S,6,6.175,2012-03-30
22416,711,46090,6,2012-03-30,S,7,20.1865,2012-03-30
22417,712,46090,21,2012-03-30,S,2,5.6187,2012-03-30
22418,714,46090,8,2012-03-30,S,1,31.2437,2012-03-30
22419,715,46090,14,2012-03-30,S,6,31.2437,2012-03-30
22420,716,46090,17,2012-03-30,S,1,31.2437,2012-03-30
22421,741,46090,4,2012-03-30,S,4,1009.73,2012-03-30
22422,742,46090,11,2012-03-30,S,1,891.2004,2012-03-30
22423,743,46090,20,2012-03-30,S,2,881.4687,2012-03-30
22424,745,46090,19,2012-03-30,S,2,998.704,2012-03-30
22425,747,46090,3,2012-03-30,S,1,881.4687,2012-03-30
22426,748,46090,16,2012-03-30,S,2,891.2004,2012-03-30
22427,771,46090,2,2012-03-30,S,3,2447.9928,2012-03-30
22428,772,46090,5,2012-03-30,S,7,2447.9928,2012-03-30
22429,773,46090,12,2012-03-30,S,5,2447.9928,2012-03-30
22430,774,46090,7,2012-03-30,S,5,2447.9928,2012-03-30
22431,775,46090,13,2012-03-30,S,12,2429.9928,2012-03-30
22432,776,46090,22,2012-03-30,S,2,2429.9928,2012-03-30
22433,777,46090,18,2012-03-30,S,6,2429.9928,2012-03-30
22434,778,46090,10,2012-03-30,S,2,2429.9928,2012-03-30
22435,722,46091,8,2012-03-30,S,1,220.2496,2012-03-30
22436,725,46091,20,2012-03-30,S,1,226.8571,2012-03-30
22437,726,46091,21,2012-03-30,S,3,226.8571,2012-03-30
22438,729,46091,12,2012-03-30,S,1,226.8571,2012-03-30
22439,730,46091,13,2012-03-30,S,2,226.8571,2012-03-30
22440,732,46091,22,2012-03-30,S,1,440.1742,2012-03-30
22441,738,46091,14,2012-03-30,S,1,220.2496,2012-03-30
22442,750,46091,17,2012-03-30,S,1,2576.3544,2012-03-30
22443,751,46091,9,2012-03-30,S,1,2576.3544,2012-03-30
22444,752,46091,7,2012-03-30,S,1,2576.3544,2012-03-30
22445,753,46091,6,2012-03-30,S,1,2576.3544,2012-03-30
22446,755,46091,18,2012-03-30,S,1,1049.7528,2012-03-30
22447,757,46091,15,2012-03-30,S,2,1049.7528,2012-03-30
22448,758,46091,4,2012-03-30,S,3,1049.7528,2012-03-30
22449,759,46091,1,2012-03-30,S,1,503.3507,2012-03-30
22450,760,46091,5,2012-03-30,S,1,503.3507,2012-03-30
22451,761,46091,11,2012-03-30,S,1,503.3507,2012-03-30
22452,762,46091,10,2012-03-30,S,1,503.3507,2012-03-30
22453,763,46091,2,2012-03-30,S,3,503.3507,2012-03-30
22454,765,46091,19,2012-03-30,S,3,503.3507,2012-03-30
22455,767,46091,16,2012-03-30,S,2,503.3507,2012-03-30
22456,769,46091,3,2012-03-30,S,3,503.3507,2012-03-30
22457,748,46092,1,2012-03-30,S,1,891.2004,2012-03-30
22458,722,46093,7,2012-03-30,S,1,220.2496,2012-03-30
22459,726,46093,3,2012-03-30,S,2,226.8571,2012-03-30
22460,729,46093,19,2012-03-30,S,1,226.8571,2012-03-30
22461,732,46093,10,2012-03-30,S,2,440.1742,2012-03-30
22462,738,46093,18,2012-03-30,S,1,220.2496,2012-03-30
22463,749,46093,11,2012-03-30,S,1,2576.3544,2012-03-30
22464,750,46093,14,2012-03-30,S,3,2576.3544,2012-03-30
22465,752,46093,20,2012-03-30,S,1,2576.3544,2012-03-30
22466,753,46093,17,2012-03-30,S,1,2576.3544,2012-03-30
22467,755,46093,1,2012-03-30,S,2,1049.7528,2012-03-30
22468,756,46093,16,2012-03-30,S,1,1049.7528,2012-03-30
22469,757,46093,4,2012-03-30,S,1,1049.7528,2012-03-30
22470,758,46093,2,2012-03-30,S,1,1049.7528,2012-03-30
22471,759,46093,6,2012-03-30,S,2,503.3507,2012-03-30
22472,760,46093,8,2012-03-30,S,3,503.3507,2012-03-30
22473,762,46093,9,2012-03-30,S,3,503.3507,2012-03-30
22474,764,46093,5,2012-03-30,S,2,503.3507,2012-03-30
22475,766,46093,12,2012-03-30,S,3,503.3507,2012-03-30
22476,769,46093,13,2012-03-30,S,3,503.3507,2012-03-30
22477,770,46093,15,2012-03-30,S,1,503.3507,2012-03-30
22478,707,46094,8,2012-03-30,S,5,20.1865,2012-03-30
22479,708,46094,1,2012-03-30,S,4,20.1865,2012-03-30
22480,709,46094,12,2012-03-30,S,6,6.175,2012-03-30
22481,711,46094,2,2012-03-30,S,2,20.1865,2012-03-30
22482,712,46094,15,2012-03-30,S,2,5.6187,2012-03-30
22483,714,46094,4,2012-03-30,S,5,31.2437,2012-03-30
22484,715,46094,6,2012-03-30,S,6,31.2437,2012-03-30
22485,716,46094,7,2012-03-30,S,3,31.2437,2012-03-30
22486,743,46094,17,2012-03-30,S,2,881.4687,2012-03-30
22487,748,46094,3,2012-03-30,S,2,891.2004,2012-03-30
22488,771,46094,5,2012-03-30,S,6,2447.9928,2012-03-30
22489,772,46094,11,2012-03-30,S,7,2447.9928,2012-03-30
22490,773,46094,10,2012-03-30,S,2,2447.9928,2012-03-30
22491,774,46094,14,2012-03-30,S,5,2447.9928,2012-03-30
22492,775,46094,9,2012-03-30,S,6,2429.9928,2012-03-30
22493,777,46094,16,2012-03-30,S,5,2429.9928,2012-03-30
22494,778,46094,13,2012-03-30,S,4,2429.9928,2012-03-30
22495,707,46095,13,2012-03-30,S,5,20.1865,2012-03-30
22496,708,46095,9,2012-03-30,S,5,20.1865,2012-03-30
22497,712,46095,14,2012-03-30,S,2,5.6187,2012-03-30
22498,714,46095,12,2012-03-30,S,3,31.2437,2012-03-30
22499,715,46095,8,2012-03-30,S,2,31.2437,2012-03-30
22500,716,46095,4,2012-03-30,S,3,31.2437,2012-03-30
22501,722,46095,11,2012-03-30,S,2,220.2496,2012-03-30
22502,726,46095,3,2012-03-30,S,4,226.8571,2012-03-30
22503,738,46095,10,2012-03-30,S,2,220.2496,2012-03-30
22504,754,46095,5,2012-03-30,S,2,1049.7528,2012-03-30
22505,756,46095,1,2012-03-30,S,1,1049.7528,2012-03-30
22506,763,46095,15,2012-03-30,S,4,503.3507,2012-03-30
22507,765,46095,7,2012-03-30,S,4,503.3507,2012-03-30
22508,766,46095,2,2012-03-30,S,1,503.3507,2012-03-30
22509,770,46095,6,2012-03-30,S,3,503.3507,2012-03-30
22510,767,46096,1,2012-03-30,S,2,503.3507,2012-03-30
22511,711,46097,3,2012-03-30,S,2,20.1865,2012-03-30
22512,717,46097,2,2012-03-30,S,2,934.9603,2012-03-30
22513,718,46097,1,2012-03-30,S,2,934.9603,2012-03-30
22514,729,46097,4,2012-03-30,S,1,226.8571,2012-03-30
22515,709,46098,11,2012-03-30,S,3,6.175,2012-03-30
22516,739,46098,1,2012-03-30,S,1,891.2004,2012-03-30
22517,742,46098,3,2012-03-30,S,1,891.2004,2012-03-30
22518,743,46098,7,2012-03-30,S,1,881.4687,2012-03-30
22519,745,46098,6,2012-03-30,S,2,998.704,2012-03-30
22520,747,46098,4,2012-03-30,S,1,881.4687,2012-03-30
22521,771,46098,8,2012-03-30,S,5,2447.9928,2012-03-30
22522,772,46098,12,2012-03-30,S,3,2447.9928,2012-03-30
22523,773,46098,5,2012-03-30,S,8,2447.9928,2012-03-30
22524,774,46098,10,2012-03-30,S,1,2447.9928,2012-03-30
22525,775,46098,2,2012-03-30,S,3,2429.9928,2012-03-30
22526,776,46098,9,2012-03-30,S,3,2429.9928,2012-03-30
22527,707,46099,13,2012-03-30,S,2,20.1865,2012-03-30
22528,712,46099,1,2012-03-30,S,2,5.6187,2012-03-30
22529,718,46099,3,2012-03-30,S,3,934.9603,2012-03-30
22530,725,46099,2,2012-03-30,S,2,226.8571,2012-03-30
22531,726,46099,12,2012-03-30,S,2,226.8571,2012-03-30
22532,730,46099,10,2012-03-30,S,4,226.8571,2012-03-30
22533,753,46099,6,2012-03-30,S,1,2576.3544,2012-03-30
22534,754,46099,9,2012-03-30,S,2,1049.7528,2012-03-30
22535,760,46099,11,2012-03-30,S,5,503.3507,2012-03-30
22536,762,46099,7,2012-03-30,S,4,503.3507,2012-03-30
22537,766,46099,8,2012-03-30,S,1,503.3507,2012-03-30
22538,769,46099,5,2012-03-30,S,1,503.3507,2012-03-30
22539,770,46099,4,2012-03-30,S,5,503.3507,2012-03-30
22540,708,46100,19,2012-03-30,S,2,20.1865,2012-03-30
22541,711,46100,25,2012-03-30,S,2,20.1865,2012-03-30
22542,712,46100,2,2012-03-30,S,2,5.6187,2012-03-30
22543,715,46100,14,2012-03-30,S,1,31.2437,2012-03-30
22544,725,46100,9,2012-03-30,S,2,226.8571,2012-03-30
22545,729,46100,15,2012-03-30,S,1,226.8571,2012-03-30
22546,738,46100,8,2012-03-30,S,2,220.2496,2012-03-30
22547,749,46100,11,2012-03-30,S,2,2576.3544,2012-03-30
22548,750,46100,13,2012-03-30,S,2,2576.3544,2012-03-30
22549,751,46100,16,2012-03-30,S,4,2576.3544,2012-03-30
22550,752,46100,23,2012-03-30,S,1,2576.3544,2012-03-30
22551,753,46100,6,2012-03-30,S,2,2576.3544,2012-03-30
22552,754,46100,26,2012-03-30,S,3,1049.7528,2012-03-30
22553,755,46100,4,2012-03-30,S,3,1049.7528,2012-03-30
22554,756,46100,5,2012-03-30,S,1,1049.7528,2012-03-30
22555,757,46100,21,2012-03-30,S,2,1049.7528,2012-03-30
22556,758,46100,3,2012-03-30,S,1,1049.7528,2012-03-30
22557,759,46100,18,2012-03-30,S,5,503.3507,2012-03-30
22558,760,46100,27,2012-03-30,S,2,503.3507,2012-03-30
22559,761,46100,1,2012-03-30,S,4,503.3507,2012-03-30
22560,763,46100,10,2012-03-30,S,4,503.3507,2012-03-30
22561,764,46100,22,2012-03-30,S,2,503.3507,2012-03-30
22562,765,46100,17,2012-03-30,S,4,503.3507,2012-03-30
22563,767,46100,20,2012-03-30,S,5,503.3507,2012-03-30
22564,768,46100,24,2012-03-30,S,4,503.3507,2012-03-30
22565,769,46100,12,2012-03-30,S,1,503.3507,2012-03-30
22566,770,46100,7,2012-03-30,S,3,503.3507,2012-03-30
22567,714,46101,2,2012-03-30,S,4,31.2437,2012-03-30
22568,716,46101,6,2012-03-30,S,4,31.2437,2012-03-30
22569,722,46101,19,2012-03-30,S,1,220.2496,2012-03-30
22570,725,46101,15,2012-03-30,S,2,226.8571,2012-03-30
22571,726,46101,23,2012-03-30,S,1,226.8571,2012-03-30
22572,730,46101,3,2012-03-30,S,5,226.8571,2012-03-30
22573,732,46101,18,2012-03-30,S,1,440.1742,2012-03-30
22574,738,46101,1,2012-03-30,S,1,220.2496,2012-03-30
22575,749,46101,25,2012-03-30,S,1,2576.3544,2012-03-30
22576,751,46101,14,2012-03-30,S,2,2576.3544,2012-03-30
22577,752,46101,13,2012-03-30,S,3,2576.3544,2012-03-30
22578,754,46101,12,2012-03-30,S,1,1049.7528,2012-03-30
22579,755,46101,10,2012-03-30,S,1,1049.7528,2012-03-30
22580,756,46101,7,2012-03-30,S,3,1049.7528,2012-03-30
22581,758,46101,8,2012-03-30,S,1,1049.7528,2012-03-30
22582,760,46101,24,2012-03-30,S,2,503.3507,2012-03-30
22583,761,46101,17,2012-03-30,S,2,503.3507,2012-03-30
22584,762,46101,11,2012-03-30,S,3,503.3507,2012-03-30
22585,763,46101,21,2012-03-30,S,1,503.3507,2012-03-30
22586,764,46101,9,2012-03-30,S,3,503.3507,2012-03-30
